'date_reported';'dr_no';'date_occ';'time_occ';'area';'area_name';'rd';'crime_no';'crime_desc';'status';'status_desc';'image_no'
'2014-August-28';140413481;'2012-August-01';1200;4;'Hollenbeck';467;354;'THEFT OF IDENTITY';'IC';'Invest Cont';828
'2014-December-03';140518359;'2012-August-01';1;5;'Harbor';557;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';645
'2014-August-05';140616866;'2012-August-01';800;6;'Hollywood';644;354;'THEFT OF IDENTITY';'IC';'Invest Cont';328
'2014-March-31';140807274;'2012-August-01';200;8;'West LA';859;121;'RAPE, FORCIBLE';'AO';'Adult Other';948
'2014-April-14';140807767;'2012-August-01';1900;8;'West LA';852;354;'THEFT OF IDENTITY';'IC';'Invest Cont';631
'2014-August-07';141013341;'2012-August-01';600;10;'West Valley';1003;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'AA';'Adult Arrest';285
'2014-August-07';141013342;'2012-August-01';600;10;'West Valley';1003;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'AA';'Adult Arrest';83
'2014-July-07';141215991;'2012-August-01';1200;12;'77th Street';1231;354;'THEFT OF IDENTITY';'IC';'Invest Cont';681
'2014-January-17';141304933;'2012-August-01';1;13;'Newton';1341;820;'ORAL COPULATION';'AO';'Adult Other';303
'2014-February-07';141406659;'2012-August-01';2200;14;'Pacific';1454;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';676
'2014-April-24';141608165;'2012-August-01';1;16;'Foothill';1633;235;'CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT';'IC';'Invest Cont';0
'2014-September-29';141701073;'2012-August-01';1300;17;'Devonshire';1764;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';860
'2014-November-17';141717946;'2012-August-01';1200;17;'Devonshire';1737;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'AA';'Adult Arrest';254
'2014-August-20';141815955;'2012-August-01';1200;18;'Southeast';1824;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';419
'2014-October-28';141819382;'2012-August-01';1800;18;'Southeast';1829;121;'RAPE, FORCIBLE';'IC';'Invest Cont';0
'2014-February-19';141906792;'2012-August-01';2100;19;'Mission';1912;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';250
'2014-February-24';141907083;'2012-August-01';2100;19;'Mission';1924;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';746
'2014-February-24';141907084;'2012-August-01';2100;19;'Mission';1924;237;'CHILD NEGLECT (SEE 300 W.I.C.)';'AO';'Adult Other';297
'2014-February-02';141911262;'2012-August-01';800;19;'Mission';1982;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'AO';'Adult Other';89
'2014-September-30';142017114;'2012-August-01';1;20;'Olympic';2029;354;'THEFT OF IDENTITY';'IC';'Invest Cont';293
'2014-November-03';142018872;'2012-August-01';900;20;'Olympic';2036;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'AO';'Adult Other';0
'2014-April-24';142109807;'2012-August-01';1200;21;'Topanga';2177;820;'ORAL COPULATION';'AO';'Adult Other';520
'2014-July-14';142112676;'2012-July-28';1200;21;'Topanga';2145;662;'BUNCO, GRAND THEFT';'AO';'Adult Other';466
'2014-June-19';142111588;'2012-July-27';800;21;'Topanga';2113;354;'THEFT OF IDENTITY';'IC';'Invest Cont';826
'2014-August-22';141421596;'2012-July-26';800;14;'Pacific';1483;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AA';'Adult Arrest';994
'2014-July-25';141514563;'2012-July-26';2139;15;'N Hollywood';1525;900;'VIOLATION OF COURT ORDER';'AO';'Adult Other';258
'2014-January-25';140704799;'2012-July-23';1200;7;'Wilshire';745;354;'THEFT OF IDENTITY';'IC';'Invest Cont';634
'2014-February-18';141706185;'2012-July-23';800;17;'Devonshire';1793;354;'THEFT OF IDENTITY';'IC';'Invest Cont';226
'2014-July-14';142013166;'2012-July-20';1200;20;'Olympic';2023;354;'THEFT OF IDENTITY';'IC';'Invest Cont';571
'2014-August-12';141316351;'2012-July-18';1800;13;'Newton';1331;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';43
'2014-November-13';141428559;'2012-July-18';100;14;'Pacific';1438;354;'THEFT OF IDENTITY';'IC';'Invest Cont';502
'2014-September-24';141715520;'2012-July-18';1200;17;'Devonshire';1756;354;'THEFT OF IDENTITY';'IC';'Invest Cont';86
'2014-March-26';142107761;'2012-July-17';800;21;'Topanga';2144;354;'THEFT OF IDENTITY';'IC';'Invest Cont';361
'2014-January-20';142104907;'2012-July-16';1;21;'Topanga';2162;354;'THEFT OF IDENTITY';'IC';'Invest Cont';236
'2014-August-20';121612551;'2012-July-14';1100;16;'Foothill';1621;740;'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)';'IC';'Invest Cont';533
'2014-July-14';141813888;'2012-July-14';200;18;'Southeast';1801;330;'BURGLARY FROM VEHICLE';'IC';'Invest Cont';0
'2014-April-23';140209764;'2012-July-13';900;2;'Rampart';221;310;'BURGLARY';'IC';'Invest Cont';95
'2014-August-21';141316779;'2012-July-13';1200;13;'Newton';1353;354;'THEFT OF IDENTITY';'IC';'Invest Cont';710
'2014-May-30';140313404;'2012-July-12';830;3;'Southwest';376;354;'THEFT OF IDENTITY';'IC';'Invest Cont';425
'2014-July-20';140711663;'2012-July-12';800;7;'Wilshire';735;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';58
'2014-December-23';140326127;'2012-July-10';1200;3;'Southwest';337;860;'BATTERY WITH SEXUAL CONTACT';'AO';'Adult Other';0
'2014-April-10';140807611;'2012-July-10';1400;8;'West LA';848;763;'STALKING';'IC';'Invest Cont';7
'2014-July-10';140315405;'2012-July-09';1630;3;'Southwest';312;330;'BURGLARY FROM VEHICLE';'IC';'Invest Cont';0
'2014-January-21';140605203;'2012-July-08';1900;6;'Hollywood';676;122;'RAPE, ATTEMPTED';'AO';'Adult Other';295
'2014-July-08';140711208;'2012-July-08';2000;7;'Wilshire';759;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';636
'2014-July-12';141513940;'2012-July-08';1200;15;'N Hollywood';1566;320;'BURGLARY, ATTEMPTED';'IC';'Invest Cont';617
'2014-January-10';141304536;'2012-July-04';1900;13;'Newton';1352;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';177
'2014-August-30';141317247;'2012-July-04';2330;13;'Newton';1352;230;'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT';'IC';'Invest Cont';668
'2014-July-23';141514679;'2012-July-04';1000;15;'N Hollywood';1549;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'AO';'Adult Other';930
'2014-March-15';141208450;'2012-July-03';2330;12;'77th Street';1251;624;'BATTERY - SIMPLE ASSAULT';'AO';'Adult Other';705
'2014-November-05';142117922;'2012-July-03';1;21;'Topanga';2138;354;'THEFT OF IDENTITY';'IC';'Invest Cont';868
'2014-June-17';141112010;'2012-July-01';800;11;'Northeast';1129;354;'THEFT OF IDENTITY';'IC';'Invest Cont';853
'2014-January-06';140304335;'2012-July-01';1;3;'Southwest';357;354;'THEFT OF IDENTITY';'IC';'Invest Cont';171
'2014-October-14';140321706;'2012-July-01';800;3;'Southwest';395;354;'THEFT OF IDENTITY';'IC';'Invest Cont';312
'2014-January-10';140504379;'2012-July-01';1;5;'Harbor';508;354;'THEFT OF IDENTITY';'IC';'Invest Cont';340
'2014-February-10';140505617;'2012-July-01';1400;5;'Harbor';555;354;'THEFT OF IDENTITY';'IC';'Invest Cont';363
'2014-May-01';140610882;'2012-July-01';800;6;'Hollywood';647;354;'THEFT OF IDENTITY';'IC';'Invest Cont';341
'2014-July-15';140615682;'2012-July-01';1200;6;'Hollywood';643;940;'EXTORTION';'AO';'Adult Other';652
'2014-February-12';140805577;'2012-July-01';1300;8;'West LA';898;354;'THEFT OF IDENTITY';'IC';'Invest Cont';18
'2014-June-07';140809802;'2012-July-01';1500;8;'West LA';897;354;'THEFT OF IDENTITY';'IC';'Invest Cont';311
'2014-March-10';141208181;'2012-July-01';1200;12;'77th Street';1215;860;'BATTERY WITH SEXUAL CONTACT';'IC';'Invest Cont';0
'2014-June-24';141215155;'2012-July-01';900;12;'77th Street';1267;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';0
'2014-December-19';141226977;'2012-July-01';1200;12;'77th Street';1245;354;'THEFT OF IDENTITY';'IC';'Invest Cont';590
'2014-December-25';141431188;'2012-July-01';5;14;'Pacific';1438;354;'THEFT OF IDENTITY';'IC';'Invest Cont';727
'2014-August-08';141515572;'2012-July-01';1200;15;'N Hollywood';1543;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';464
'2014-August-08';141515573;'2012-July-01';1200;15;'N Hollywood';1543;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';385
'2014-June-18';141610108;'2012-July-01';800;16;'Foothill';1618;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';286
'2014-July-07';141610892;'2012-July-01';1;16;'Foothill';1612;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-August-01';141713227;'2012-July-01';1945;17;'Devonshire';1764;310;'BURGLARY';'IC';'Invest Cont';789
'2014-February-04';141805775;'2012-July-01';800;18;'Southeast';1823;354;'THEFT OF IDENTITY';'IC';'Invest Cont';433
'2014-August-20';141815859;'2012-July-01';1000;18;'Southeast';1841;354;'THEFT OF IDENTITY';'IC';'Invest Cont';547
'2014-July-02';141914716;'2012-July-01';1500;19;'Mission';1998;354;'THEFT OF IDENTITY';'IC';'Invest Cont';114
'2014-November-06';142117985;'2012-July-01';1200;21;'Topanga';2101;354;'THEFT OF IDENTITY';'IC';'Invest Cont';168
'2014-December-11';142119600;'2012-July-01';800;21;'Topanga';2114;121;'RAPE, FORCIBLE';'AO';'Adult Other';701
'2014-December-31';151704001;'2012-July-01';1;17;'Devonshire';1785;354;'THEFT OF IDENTITY';'IC';'Invest Cont';804
'2014-September-11';140319436;'2012-June-30';1200;3;'Southwest';378;850;'INDECENT EXPOSURE';'AO';'Adult Other';0
'2014-May-01';140909824;'2012-June-30';1000;9;'Van Nuys';915;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';388
'2014-October-24';141519449;'2012-June-29';1200;15;'N Hollywood';1514;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-July-16';142112802;'2012-June-28';800;21;'Topanga';2189;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AA';'Adult Arrest';368
'2014-January-21';141805038;'2012-June-27';1300;18;'Southeast';1841;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AO';'Adult Other';555
'2014-June-23';120315449;'2012-June-25';1000;3;'Southwest';397;510;'VEHICLE - STOLEN';'IC';'Invest Cont';592
'2014-November-19';142019738;'2012-June-22';1700;20;'Olympic';2029;649;'DOCUMENT FORGERY / STOLEN FELONY';'AO';'Adult Other';840
'2014-June-18';140810238;'2012-June-20';900;8;'West LA';831;354;'THEFT OF IDENTITY';'IC';'Invest Cont';959
'2014-February-05';141105656;'2012-June-20';1500;11;'Northeast';1135;310;'BURGLARY';'IC';'Invest Cont';737
'2014-September-15';141116681;'2012-June-20';1300;11;'Northeast';1115;850;'INDECENT EXPOSURE';'JA';'Juv Arrest';346
'2014-November-22';141225263;'2012-June-20';2200;12;'77th Street';1231;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';367
'2014-May-22';140410902;'2012-June-17';1;4;'Hollenbeck';497;810;'SEX, UNLAWFUL';'IC';'Invest Cont';0
'2014-February-13';141105939;'2012-June-15';1200;11;'Northeast';1112;354;'THEFT OF IDENTITY';'IC';'Invest Cont';646
'2014-April-29';141412650;'2012-June-15';2330;14;'Pacific';1483;121;'RAPE, FORCIBLE';'AO';'Adult Other';564
'2014-July-21';141915766;'2012-June-15';2100;19;'Mission';1906;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';96
'2014-July-11';140315493;'2012-June-14';1520;3;'Southwest';373;624;'BATTERY - SIMPLE ASSAULT';'AO';'Adult Other';559
'2014-April-02';141410741;'2012-June-14';2000;14;'Pacific';1435;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';0
'2014-April-16';141607779;'2012-June-14';800;16;'Foothill';1698;354;'THEFT OF IDENTITY';'IC';'Invest Cont';697
'2014-October-20';140219489;'2012-June-12';900;2;'Rampart';249;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-March-17';140706809;'2012-June-12';1200;7;'Wilshire';713;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-December-06';141120672;'2012-June-12';1200;11;'Northeast';1112;662;'BUNCO, GRAND THEFT';'IC';'Invest Cont';147
'2014-December-30';142120338;'2012-June-12';800;21;'Topanga';2161;354;'THEFT OF IDENTITY';'IC';'Invest Cont';176
'2014-June-11';141010792;'2012-June-11';1200;10;'West Valley';1063;121;'RAPE, FORCIBLE';'IC';'Invest Cont';582
'2014-May-13';141510847;'2012-June-11';1200;15;'N Hollywood';1543;354;'THEFT OF IDENTITY';'IC';'Invest Cont';557
'2014-April-08';141607514;'2012-June-11';1200;16;'Foothill';1653;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';434
'2014-February-05';142105565;'2012-June-09';1200;21;'Topanga';2137;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'AO';'Adult Other';837
'2014-January-15';140604933;'2012-June-08';1200;6;'Hollywood';666;946;'OTHER MISCELLANEOUS CRIME';'AA';'Adult Arrest';0
'2014-April-15';142008820;'2012-June-08';1100;20;'Olympic';2027;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AO';'Adult Other';877
'2014-January-22';140105426;'2012-June-07';1;1;'Central';155;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';896
'2014-January-06';141204482;'2012-June-07';1500;12;'77th Street';1269;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';992
'2014-October-30';141519717;'2012-June-06';2300;15;'N Hollywood';1599;886;'DISTURBING THE PEACE';'IC';'Invest Cont';135
'2014-June-10';142111168;'2012-June-04';1600;21;'Topanga';2141;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'AO';'Adult Other';298
'2014-July-03';140511778;'2012-June-03';1;5;'Harbor';522;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';990
'2014-November-05';141017070;'2012-June-03';800;10;'West Valley';1043;662;'BUNCO, GRAND THEFT';'IC';'Invest Cont';105
'2014-July-16';141611222;'2012-June-02';800;16;'Foothill';1642;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';51
'2014-March-10';140207489;'2012-June-01';1;2;'Rampart';237;354;'THEFT OF IDENTITY';'IC';'Invest Cont';204
'2014-March-26';140208243;'2012-June-01';1;2;'Rampart';217;354;'THEFT OF IDENTITY';'IC';'Invest Cont';705
'2014-May-11';140210723;'2012-June-01';800;2;'Rampart';245;310;'BURGLARY';'IC';'Invest Cont';0
'2014-September-09';140217229;'2012-June-01';1200;2;'Rampart';248;354;'THEFT OF IDENTITY';'IC';'Invest Cont';254
'2014-April-08';140309612;'2012-June-01';1000;3;'Southwest';334;354;'THEFT OF IDENTITY';'IC';'Invest Cont';461
'2014-June-24';140314415;'2012-June-01';800;3;'Southwest';391;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-November-11';140323529;'2012-June-01';5;3;'Southwest';362;860;'BATTERY WITH SEXUAL CONTACT';'AO';'Adult Other';15
'2014-December-02';140417450;'2012-June-01';1200;4;'Hollenbeck';427;860;'BATTERY WITH SEXUAL CONTACT';'IC';'Invest Cont';713
'2014-March-05';140506493;'2012-June-01';1200;5;'Harbor';541;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';46
'2014-June-16';140510818;'2012-June-01';1200;5;'Harbor';528;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';0
'2014-June-25';140511299;'2012-June-01';2200;5;'Harbor';581;815;'SEXUAL PENTRATION WITH A FOREIGN OBJECT';'JO';'Juv Other';687
'2014-June-25';140511300;'2012-June-01';1200;5;'Harbor';558;810;'SEX, UNLAWFUL';'AO';'Adult Other';694
'2014-February-07';140705325;'2012-June-01';800;7;'Wilshire';775;354;'THEFT OF IDENTITY';'IC';'Invest Cont';113
'2014-June-05';140709970;'2012-June-01';1500;7;'Wilshire';773;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';303
'2014-November-20';140716514;'2012-June-01';1000;7;'Wilshire';721;354;'THEFT OF IDENTITY';'IC';'Invest Cont';82
'2014-January-20';140804681;'2012-June-01';1200;8;'West LA';829;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';508
'2014-June-29';140912541;'2012-June-01';1200;9;'Van Nuys';974;354;'THEFT OF IDENTITY';'IC';'Invest Cont';567
'2014-July-31';141013032;'2012-June-01';1;10;'West Valley';1045;956;'LETTERS, LEWD';'IC';'Invest Cont';908
'2014-March-23';141107724;'2012-June-01';1;11;'Northeast';1146;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'AO';'Adult Other';0
'2014-March-23';141107725;'2012-June-01';1;11;'Northeast';1146;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'IC';'Invest Cont';147
'2014-March-23';141107726;'2012-June-01';1;11;'Northeast';1146;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'IC';'Invest Cont';185
'2014-June-19';141112102;'2012-June-01';800;11;'Northeast';1105;888;'TRESPASSING';'AO';'Adult Other';502
'2014-July-01';141215500;'2012-June-01';2300;12;'77th Street';1218;121;'RAPE, FORCIBLE';'AO';'Adult Other';0
'2014-November-07';141225083;'2012-June-01';800;12;'77th Street';1258;805;'PIMPING';'AO';'Adult Other';64
'2014-January-07';141304398;'2012-June-01';1200;13;'Newton';1367;354;'THEFT OF IDENTITY';'IC';'Invest Cont';240
'2014-June-11';141312794;'2012-June-01';1;13;'Newton';1346;354;'THEFT OF IDENTITY';'IC';'Invest Cont';430
'2014-April-22';141509756;'2012-June-01';800;15;'N Hollywood';1502;510;'VEHICLE - STOLEN';'IC';'Invest Cont';334
'2014-May-13';141510838;'2012-June-01';800;15;'N Hollywood';1526;354;'THEFT OF IDENTITY';'IC';'Invest Cont';667
'2014-October-26';141519410;'2012-June-01';935;15;'N Hollywood';1591;420;'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)';'IC';'Invest Cont';707
'2014-June-12';141609957;'2012-June-01';1;16;'Foothill';1602;860;'BATTERY WITH SEXUAL CONTACT';'IC';'Invest Cont';552
'2014-June-17';141610086;'2012-June-01';800;16;'Foothill';1655;354;'THEFT OF IDENTITY';'IC';'Invest Cont';16
'2014-May-13';141911700;'2012-June-01';2100;19;'Mission';1918;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';282
'2014-June-03';141913007;'2012-June-01';1200;19;'Mission';1987;121;'RAPE, FORCIBLE';'IC';'Invest Cont';227
'2014-June-03';141913031;'2012-June-01';1200;19;'Mission';1987;121;'RAPE, FORCIBLE';'IC';'Invest Cont';92
'2014-May-02';142009559;'2012-June-01';800;20;'Olympic';2025;662;'BUNCO, GRAND THEFT';'IC';'Invest Cont';334
'2014-June-11';142011586;'2012-June-01';900;20;'Olympic';2019;310;'BURGLARY';'IC';'Invest Cont';970
'2014-June-23';142012149;'2012-June-01';1200;20;'Olympic';2071;354;'THEFT OF IDENTITY';'IC';'Invest Cont';785
'2014-January-01';142104058;'2012-June-01';2005;21;'Topanga';2156;310;'BURGLARY';'AA';'Adult Arrest';483
'2014-April-07';142108263;'2012-June-01';1;21;'Topanga';2144;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-November-11';141428397;'2012-May-31';1200;14;'Pacific';1445;354;'THEFT OF IDENTITY';'IC';'Invest Cont';329
'2014-March-13';142007255;'2012-May-30';800;20;'Olympic';2025;354;'THEFT OF IDENTITY';'IC';'Invest Cont';7
'2014-July-02';140614613;'2012-May-27';1000;6;'Hollywood';622;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'AO';'Adult Other';135
'2014-May-27';140709571;'2012-May-27';1800;7;'Wilshire';752;997;'TRAFFIC DR #';'IC';'Invest Cont';0
'2014-February-18';141006009;'2012-May-27';800;10;'West Valley';1028;354;'THEFT OF IDENTITY';'IC';'Invest Cont';111
'2014-June-27';141813027;'2012-May-27';2300;18;'Southeast';1846;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';435
'2014-February-14';140206308;'2012-May-25';600;2;'Rampart';203;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';620
'2014-July-01';140213431;'2012-May-25';900;2;'Rampart';251;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-December-30';141019139;'2012-May-25';1;10;'West Valley';1061;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AA';'Adult Arrest';39
'2014-June-03';141609856;'2012-May-25';1500;16;'Foothill';1623;815;'SEXUAL PENTRATION WITH A FOREIGN OBJECT';'AO';'Adult Other';0
'2014-May-22';140809250;'2012-May-22';1;8;'West LA';831;121;'RAPE, FORCIBLE';'JO';'Juv Other';575
'2014-January-07';141204332;'2012-May-22';1700;12;'77th Street';1241;434;'FALSE IMPRISONMENT';'IC';'Invest Cont';593
'2014-May-27';140211562;'2012-May-21';1304;2;'Rampart';256;310;'BURGLARY';'AA';'Adult Arrest';711
'2014-July-21';141216900;'2012-May-21';1;12;'77th Street';1211;354;'THEFT OF IDENTITY';'IC';'Invest Cont';182
'2014-April-09';141309465;'2012-May-21';1200;13;'Newton';1324;354;'THEFT OF IDENTITY';'IC';'Invest Cont';418
'2014-August-19';140119380;'2012-May-15';1200;1;'Central';144;354;'THEFT OF IDENTITY';'IC';'Invest Cont';365
'2014-February-17';141005946;'2012-May-15';1400;10;'West Valley';1099;354;'THEFT OF IDENTITY';'IC';'Invest Cont';844
'2014-July-03';141011700;'2012-May-15';1200;10;'West Valley';1007;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-January-22';141205263;'2012-May-15';1;12;'77th Street';1268;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-January-27';140704900;'2012-May-14';1200;7;'Wilshire';729;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';475
'2014-May-20';141009897;'2012-May-14';900;10;'West Valley';1008;354;'THEFT OF IDENTITY';'IC';'Invest Cont';528
'2014-February-26';141207441;'2012-May-11';1200;12;'77th Street';1265;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-February-12';140505744;'2012-May-10';800;5;'Harbor';501;354;'THEFT OF IDENTITY';'IC';'Invest Cont';88
'2014-February-16';140805706;'2012-May-10';800;8;'West LA';842;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-March-20';141007280;'2012-May-09';1200;10;'West Valley';1044;662;'BUNCO, GRAND THEFT';'IC';'Invest Cont';535
'2014-October-09';141920276;'2012-May-09';1200;19;'Mission';1956;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'IC';'Invest Cont';0
'2014-October-09';141920277;'2012-May-09';1200;19;'Mission';1956;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'IC';'Invest Cont';378
'2014-October-09';141920278;'2012-May-09';1200;19;'Mission';1956;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'IC';'Invest Cont';0
'2014-October-09';141920279;'2012-May-09';1200;19;'Mission';1956;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'IC';'Invest Cont';105
'2014-June-13';141010875;'2012-May-08';1200;10;'West Valley';1079;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';231
'2014-January-31';141105320;'2012-May-08';845;11;'Northeast';1184;624;'BATTERY - SIMPLE ASSAULT';'IC';'Invest Cont';681
'2014-May-14';141510967;'2012-May-08';836;15;'N Hollywood';1599;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';681
'2014-May-12';140708938;'2012-May-05';900;7;'Wilshire';749;354;'THEFT OF IDENTITY';'IC';'Invest Cont';774
'2014-May-05';141608464;'2012-May-04';1900;16;'Foothill';1663;510;'VEHICLE - STOLEN';'IC';'Invest Cont';791
'2014-May-12';140210765;'2012-May-01';1200;2;'Rampart';269;354;'THEFT OF IDENTITY';'IC';'Invest Cont';455
'2014-January-16';140304973;'2012-May-01';900;3;'Southwest';357;662;'BUNCO, GRAND THEFT';'IC';'Invest Cont';34
'2014-September-10';140414112;'2012-May-01';630;4;'Hollenbeck';439;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';283
'2014-January-07';140504294;'2012-May-01';1;5;'Harbor';526;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';260
'2014-January-28';140505104;'2012-May-01';800;5;'Harbor';564;354;'THEFT OF IDENTITY';'IC';'Invest Cont';23
'2014-May-28';140510041;'2012-May-01';1200;5;'Harbor';585;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';383
'2014-February-15';140606542;'2012-May-01';900;6;'Hollywood';678;354;'THEFT OF IDENTITY';'IC';'Invest Cont';918
'2014-March-30';140608984;'2012-May-01';5;6;'Hollywood';647;354;'THEFT OF IDENTITY';'IC';'Invest Cont';232
'2014-May-02';140610890;'2012-May-01';1200;6;'Hollywood';656;121;'RAPE, FORCIBLE';'AA';'Adult Arrest';73
'2014-May-28';140911001;'2012-May-01';800;9;'Van Nuys';985;354;'THEFT OF IDENTITY';'IC';'Invest Cont';568
'2014-August-18';141013780;'2012-May-01';1200;10;'West Valley';1003;354;'THEFT OF IDENTITY';'IC';'Invest Cont';711
'2014-August-21';141013943;'2012-May-01';1200;10;'West Valley';1011;121;'RAPE, FORCIBLE';'AO';'Adult Other';303
'2014-April-13';141108897;'2012-May-01';1200;11;'Northeast';1132;354;'THEFT OF IDENTITY';'IC';'Invest Cont';587
'2014-October-02';141117631;'2012-May-01';1200;11;'Northeast';1139;354;'THEFT OF IDENTITY';'IC';'Invest Cont';288
'2014-May-23';141212956;'2012-May-01';30;12;'77th Street';1253;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'IC';'Invest Cont';897
'2014-April-23';141310191;'2012-May-01';800;13;'Newton';1395;354;'THEFT OF IDENTITY';'IC';'Invest Cont';603
'2014-July-16';141314701;'2012-May-01';800;13;'Newton';1375;354;'THEFT OF IDENTITY';'IC';'Invest Cont';169
'2014-August-14';141316414;'2012-May-01';1200;13;'Newton';1362;354;'THEFT OF IDENTITY';'IC';'Invest Cont';415
'2014-October-24';141519373;'2012-May-01';1200;15;'N Hollywood';1501;354;'THEFT OF IDENTITY';'IC';'Invest Cont';374
'2014-November-03';141615320;'2012-May-01';900;16;'Foothill';1657;354;'THEFT OF IDENTITY';'IC';'Invest Cont';467
