'dr_no'	'date_reported'	'date_occ'	'time_occ'	'area'	'area_name'	'rd'	'crime_no'	'crime_desc'	'status'	'status_desc'	'image_no'
131104117	'3rd January, 2013'	'31st December, 2012'	800	11	'Northeast'	1149	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	67
131104420	'8th January, 2013'	'31st December, 2012'	1500	11	'Northeast'	1152	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	180
131105349	'27th January, 2013'	'31st December, 2012'	1100	11	'Northeast'	1158	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	672
131107257	'8th March, 2013'	'31st December, 2012'	830	11	'Northeast'	1135	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	519
131115785	'15th August, 2013'	'31st December, 2012'	800	11	'Northeast'	1141	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	211
131119998	'9th November, 2013'	'31st December, 2012'	1200	11	'Northeast'	1142	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	392
131204003	'1st January, 2013'	'31st December, 2012'	1850	12	'77th Street'	1259	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	966
131204005	'1st January, 2013'	'31st December, 2012'	1730	12	'77th Street'	1245	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ao'	'Adult Other'	768
131204006	'1st January, 2013'	'31st December, 2012'	2130	12	'77th Street'	1204	997	'TRAFFIC DR #'	'aa'	'Adult Arrest'	6
131204008	'1st January, 2013'	'31st December, 2012'	1530	12	'77th Street'	1215	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'jo'	'Juv Other'	359
131204010	'1st January, 2013'	'31st December, 2012'	1200	12	'77th Street'	1273	320	'BURGLARY, ATTEMPTED'	'ic'	'Invest Cont'	883
131204013	'1st January, 2013'	'31st December, 2012'	5	12	'77th Street'	1269	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	436
131204014	'1st January, 2013'	'31st December, 2012'	2130	12	'77th Street'	1269	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'ic'	'Invest Cont'	379
131204017	'1st January, 2013'	'31st December, 2012'	2200	12	'77th Street'	1269	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'ao'	'Adult Other'	500
131204029	'1st January, 2013'	'31st December, 2012'	1800	12	'77th Street'	1268	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'aa'	'Adult Arrest'	-1
131204031	'1st January, 2013'	'31st December, 2012'	2330	12	'77th Street'	1265	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	987
131204032	'1st January, 2013'	'31st December, 2012'	2330	12	'77th Street'	1266	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131204033	'1st January, 2013'	'31st December, 2012'	2100	12	'77th Street'	1269	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131204035	'1st January, 2013'	'31st December, 2012'	800	12	'77th Street'	1208	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	20
131204037	'1st January, 2013'	'31st December, 2012'	2130	12	'77th Street'	1267	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	126
131204041	'1st January, 2013'	'31st December, 2012'	1900	12	'77th Street'	1207	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131204059	'1st January, 2013'	'31st December, 2012'	1700	12	'77th Street'	1231	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	666
131204076	'2nd January, 2013'	'31st December, 2012'	1300	12	'77th Street'	1232	310	'BURGLARY'	'ic'	'Invest Cont'	840
131204077	'2nd January, 2013'	'31st December, 2012'	1910	12	'77th Street'	1218	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	758
131204093	'2nd January, 2013'	'31st December, 2012'	1500	12	'77th Street'	1255	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	113
131204116	'2nd January, 2013'	'31st December, 2012'	1745	12	'77th Street'	1213	350	'THEFT, PERSON'	'ic'	'Invest Cont'	127
131204146	'3rd January, 2013'	'31st December, 2012'	2200	12	'77th Street'	1251	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	370
131204150	'3rd January, 2013'	'31st December, 2012'	2100	12	'77th Street'	1248	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	857
131204161	'3rd January, 2013'	'31st December, 2012'	2315	12	'77th Street'	1204	231	'ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER'	'aa'	'Adult Arrest'	-1
131204288	'5th January, 2013'	'31st December, 2012'	2100	12	'77th Street'	1263	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	211
131204377	'6th January, 2013'	'31st December, 2012'	1500	12	'77th Street'	1255	350	'THEFT, PERSON'	'ic'	'Invest Cont'	-1
131226223	'4th December, 2013'	'31st December, 2012'	1200	12	'77th Street'	1243	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	424
131300515	'7th January, 2013'	'31st December, 2012'	1700	13	'Newton'	1343	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	505
131304043	'1st January, 2013'	'31st December, 2012'	2100	13	'Newton'	1353	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	55
131304045	'1st January, 2013'	'31st December, 2012'	2230	13	'Newton'	1321	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'ic'	'Invest Cont'	861
131304055	'2nd January, 2013'	'31st December, 2012'	2130	13	'Newton'	1309	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	690
131304062	'2nd January, 2013'	'31st December, 2012'	2259	13	'Newton'	1323	231	'ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER'	'ao'	'Adult Other'	598
131304063	'2nd January, 2013'	'31st December, 2012'	2259	13	'Newton'	1323	231	'ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER'	'ao'	'Adult Other'	546
131304064	'2nd January, 2013'	'31st December, 2012'	2100	13	'Newton'	1377	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	34
131304069	'2nd January, 2013'	'31st December, 2012'	1345	13	'Newton'	1353	310	'BURGLARY'	'ic'	'Invest Cont'	928
131304070	'2nd January, 2013'	'31st December, 2012'	2000	13	'Newton'	1372	330	'BURGLARY FROM VEHICLE'	'ao'	'Adult Other'	217
131304071	'2nd January, 2013'	'31st December, 2012'	550	13	'Newton'	1307	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	788
131304078	'2nd January, 2013'	'31st December, 2012'	1830	13	'Newton'	1344	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	65
131304086	'1st January, 2013'	'31st December, 2012'	2100	13	'Newton'	1367	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	-1
131304091	'2nd January, 2013'	'31st December, 2012'	1330	13	'Newton'	1367	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	975
131304092	'2nd January, 2013'	'31st December, 2012'	1750	13	'Newton'	1395	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	-1
131304117	'2nd January, 2013'	'31st December, 2012'	1	13	'Newton'	1325	235	'CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT'	'ic'	'Invest Cont'	930
131304121	'2nd January, 2013'	'31st December, 2012'	2350	13	'Newton'	1341	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	277
131304145	'3rd January, 2013'	'31st December, 2012'	2000	13	'Newton'	1375	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	329
131304234	'4th January, 2013'	'31st December, 2012'	1615	13	'Newton'	1363	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	591
131305184	'22nd January, 2013'	'31st December, 2012'	800	13	'Newton'	1331	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	763
131404047	'1st January, 2013'	'31st December, 2012'	2200	14	'Pacific'	1497	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	564
131404049	'1st January, 2013'	'31st December, 2012'	1815	14	'Pacific'	1401	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	370
131404052	'1st January, 2013'	'31st December, 2012'	2000	14	'Pacific'	1431	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'aa'	'Adult Arrest'	-1
131404053	'1st January, 2013'	'31st December, 2012'	2000	14	'Pacific'	1431	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'aa'	'Adult Arrest'	334
131404056	'1st January, 2013'	'31st December, 2012'	2000	14	'Pacific'	1401	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	536
131404081	'1st January, 2013'	'31st December, 2012'	1200	14	'Pacific'	1459	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	463
131404088	'1st January, 2013'	'31st December, 2012'	1200	14	'Pacific'	1453	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	484
131404092	'1st January, 2013'	'31st December, 2012'	1935	14	'Pacific'	1495	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	937
131404137	'2nd January, 2013'	'31st December, 2012'	2245	14	'Pacific'	1469	320	'BURGLARY, ATTEMPTED'	'ic'	'Invest Cont'	272
131404154	'2nd January, 2013'	'31st December, 2012'	2000	14	'Pacific'	1407	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	993
131404245	'4th January, 2013'	'31st December, 2012'	400	14	'Pacific'	1488	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	145
131404389	'7th January, 2013'	'31st December, 2012'	1400	14	'Pacific'	1464	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	770
131404866	'12th January, 2013'	'31st December, 2012'	1200	14	'Pacific'	1483	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131411207	'18th April, 2013'	'31st December, 2012'	1	14	'Pacific'	1464	310	'BURGLARY'	'ic'	'Invest Cont'	460
131500521	'12th January, 2013'	'31st December, 2012'	1500	15	'N Hollywood'	1504	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	428
131504006	'1st January, 2013'	'31st December, 2012'	2140	15	'N Hollywood'	1517	510	'VEHICLE - STOLEN'	'ja'	'Juv Arrest'	675
131504025	'1st January, 2013'	'31st December, 2012'	2030	15	'N Hollywood'	1535	474	'THEFT, COIN MACHINE - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	372
131504031	'1st January, 2013'	'31st December, 2012'	1900	15	'N Hollywood'	1549	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	594
131504035	'1st January, 2013'	'31st December, 2012'	1615	15	'N Hollywood'	1585	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	634
131504038	'1st January, 2013'	'31st December, 2012'	100	15	'N Hollywood'	1543	753	'DISCHARGE FIREARMS/SHOTS FIRED'	'ic'	'Invest Cont'	-1
131504040	'1st January, 2013'	'31st December, 2012'	1315	15	'N Hollywood'	1533	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	532
131504049	'1st January, 2013'	'31st December, 2012'	1020	15	'N Hollywood'	1515	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	24
131504056	'1st January, 2013'	'31st December, 2012'	1500	15	'N Hollywood'	1533	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	584
131504063	'1st January, 2013'	'31st December, 2012'	2300	15	'N Hollywood'	1535	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
131504066	'2nd January, 2013'	'31st December, 2012'	300	15	'N Hollywood'	1543	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	965
131504067	'2nd January, 2013'	'31st December, 2012'	1800	15	'N Hollywood'	1529	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
131504069	'2nd January, 2013'	'31st December, 2012'	1800	15	'N Hollywood'	1529	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	284
131504085	'2nd January, 2013'	'31st December, 2012'	1900	15	'N Hollywood'	1555	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	543
131504094	'2nd January, 2013'	'31st December, 2012'	1100	15	'N Hollywood'	1545	310	'BURGLARY'	'ic'	'Invest Cont'	781
131504162	'3rd January, 2013'	'31st December, 2012'	2000	15	'N Hollywood'	1519	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	225
131504183	'1st January, 2013'	'31st December, 2012'	1800	15	'N Hollywood'	1533	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	780
131504215	'4th January, 2013'	'31st December, 2012'	200	15	'N Hollywood'	1555	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	201
131504311	'7th January, 2013'	'31st December, 2012'	2200	15	'N Hollywood'	1563	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
131504471	'9th January, 2013'	'31st December, 2012'	1	15	'N Hollywood'	1567	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	609
131504575	'12th January, 2013'	'31st December, 2012'	1700	15	'N Hollywood'	1545	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	371
131510488	'5th May, 2013'	'31st December, 2012'	1800	15	'N Hollywood'	1521	810	'SEX, UNLAWFUL'	'aa'	'Adult Arrest'	239
131600504	'1st January, 2013'	'31st December, 2012'	1730	16	'Foothill'	1611	310	'BURGLARY'	'aa'	'Adult Arrest'	877
131604003	'1st January, 2013'	'31st December, 2012'	2200	16	'Foothill'	1657	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	301
131604011	'1st January, 2013'	'31st December, 2012'	1500	16	'Foothill'	1684	310	'BURGLARY'	'ic'	'Invest Cont'	418
131604013	'1st January, 2013'	'31st December, 2012'	2230	16	'Foothill'	1677	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131604035	'1st January, 2013'	'31st December, 2012'	1330	16	'Foothill'	1667	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	175
131604041	'2nd January, 2013'	'31st December, 2012'	2200	16	'Foothill'	1621	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	25
131604042	'1st January, 2013'	'31st December, 2012'	2200	16	'Foothill'	1621	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	-1
131604057	'2nd January, 2013'	'31st December, 2012'	1700	16	'Foothill'	1668	310	'BURGLARY'	'ic'	'Invest Cont'	216
131604061	'2nd January, 2013'	'31st December, 2012'	900	16	'Foothill'	1656	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131604212	'3rd January, 2013'	'31st December, 2012'	1200	16	'Foothill'	1653	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	681
131604591	'16th January, 2013'	'31st December, 2012'	1200	16	'Foothill'	1611	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131608190	'16th April, 2013'	'31st December, 2012'	1	16	'Foothill'	1687	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	807
131704003	'1st January, 2013'	'31st December, 2012'	1600	17	'Devonshire'	1738	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	341
131704005	'1st January, 2013'	'31st December, 2012'	2300	17	'Devonshire'	1798	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	170
131704010	'1st January, 2013'	'31st December, 2012'	2330	17	'Devonshire'	1791	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	755
131704017	'1st January, 2013'	'31st December, 2012'	1220	17	'Devonshire'	1712	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	449
131704020	'1st January, 2013'	'31st December, 2012'	1930	17	'Devonshire'	1721	310	'BURGLARY'	'ja'	'Juv Arrest'	494
131704022	'1st January, 2013'	'31st December, 2012'	2100	17	'Devonshire'	1794	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	177
131704051	'2nd January, 2013'	'31st December, 2012'	2340	17	'Devonshire'	1782	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	701
131704056	'2nd January, 2013'	'31st December, 2012'	1500	17	'Devonshire'	1762	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	440
131704088	'3rd January, 2013'	'31st December, 2012'	1700	17	'Devonshire'	1762	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	551
131704091	'3rd January, 2013'	'31st December, 2012'	1400	17	'Devonshire'	1735	442	'SHOPLIFTING - PETTY THEFT ($950 & UNDER)'	'ic'	'Invest Cont'	712
131705055	'24th January, 2013'	'31st December, 2012'	2300	17	'Devonshire'	1798	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
131706369	'21st February, 2013'	'31st December, 2012'	5	17	'Devonshire'	1794	956	'LETTERS, LEWD'	'ao'	'Adult Other'	852
131706491	'23rd February, 2013'	'31st December, 2012'	1450	17	'Devonshire'	1756	653	'CREDIT CARDS, FRAUD USE ($950.01 & OVER)'	'ic'	'Invest Cont'	873
131707786	'20th March, 2013'	'31st December, 2012'	900	17	'Devonshire'	1761	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	915
131716016	'19th September, 2013'	'31st December, 2012'	1400	17	'Devonshire'	1701	662	'BUNCO, GRAND THEFT'	'ic'	'Invest Cont'	-1
131800514	'6th January, 2013'	'31st December, 2012'	900	18	'Southeast'	1844	310	'BURGLARY'	'ic'	'Invest Cont'	795
131804002	'1st January, 2013'	'31st December, 2012'	2200	18	'Southeast'	1832	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131804003	'1st January, 2013'	'31st December, 2012'	1315	18	'Southeast'	1837	210	'ROBBERY'	'ic'	'Invest Cont'	-1
131804007	'1st January, 2013'	'31st December, 2012'	2215	18	'Southeast'	1823	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	845
131804008	'1st January, 2013'	'31st December, 2012'	2145	18	'Southeast'	1846	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	427
131804022	'2nd January, 2013'	'31st December, 2012'	2300	18	'Southeast'	1805	236	'SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT'	'aa'	'Adult Arrest'	-1
131804041	'2nd January, 2013'	'31st December, 2012'	1800	18	'Southeast'	1881	922	'CHILD STEALING'	'ao'	'Adult Other'	214
131804058	'2nd January, 2013'	'31st December, 2012'	1700	18	'Southeast'	1822	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	-1
131804059	'2nd January, 2013'	'31st December, 2012'	2130	18	'Southeast'	1842	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	665
131804061	'2nd January, 2013'	'31st December, 2012'	830	18	'Southeast'	1824	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	799
131804080	'2nd January, 2013'	'31st December, 2012'	2100	18	'Southeast'	1824	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	711
131804091	'2nd January, 2013'	'31st December, 2012'	1800	18	'Southeast'	1863	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
131804108	'3rd January, 2013'	'31st December, 2012'	1900	18	'Southeast'	1841	310	'BURGLARY'	'ic'	'Invest Cont'	258
131804165	'3rd January, 2013'	'31st December, 2012'	1545	18	'Southeast'	1842	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	386
131804180	'4th January, 2013'	'31st December, 2012'	2100	18	'Southeast'	1829	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'aa'	'Adult Arrest'	-1
131804206	'4th January, 2013'	'31st December, 2012'	945	18	'Southeast'	1881	310	'BURGLARY'	'ic'	'Invest Cont'	713
131804216	'5th January, 2013'	'31st December, 2012'	2200	18	'Southeast'	1836	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'aa'	'Adult Arrest'	238
131804640	'14th January, 2013'	'31st December, 2012'	1400	18	'Southeast'	1871	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	227
131904002	'1st January, 2013'	'31st December, 2012'	2250	19	'Mission'	1916	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	265
131904011	'1st January, 2013'	'31st December, 2012'	930	19	'Mission'	1904	901	'VIOLATION OF RESTRAINING ORDER'	'ic'	'Invest Cont'	300
131904015	'1st January, 2013'	'31st December, 2012'	2300	19	'Mission'	1971	900	'VIOLATION OF COURT ORDER'	'ic'	'Invest Cont'	541
131904016	'1st January, 2013'	'31st December, 2012'	2300	19	'Mission'	1979	900	'VIOLATION OF COURT ORDER'	'ic'	'Invest Cont'	630
131904017	'1st January, 2013'	'31st December, 2012'	2230	19	'Mission'	1984	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'jo'	'Juv Other'	-1
131904018	'1st January, 2013'	'31st December, 2012'	540	19	'Mission'	1935	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'ic'	'Invest Cont'	343
131904020	'1st January, 2013'	'31st December, 2012'	1905	19	'Mission'	1954	437	'RESISTING ARREST'	'ic'	'Invest Cont'	192
131904022	'1st January, 2013'	'31st December, 2012'	1855	19	'Mission'	1954	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ic'	'Invest Cont'	503
131904025	'1st January, 2013'	'31st December, 2012'	1850	19	'Mission'	1954	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	710
131904026	'1st January, 2013'	'31st December, 2012'	1855	19	'Mission'	1954	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	-1
131904027	'1st January, 2013'	'31st December, 2012'	500	19	'Mission'	1902	320	'BURGLARY, ATTEMPTED'	'ic'	'Invest Cont'	935
131904030	'1st January, 2013'	'31st December, 2012'	2310	19	'Mission'	1963	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	575
131904031	'1st January, 2013'	'31st December, 2012'	2310	19	'Mission'	1963	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	-1
131904032	'1st January, 2013'	'31st December, 2012'	1800	19	'Mission'	1983	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
131904036	'2nd January, 2013'	'31st December, 2012'	1900	19	'Mission'	1975	310	'BURGLARY'	'ic'	'Invest Cont'	-1
131904038	'2nd January, 2013'	'31st December, 2012'	230	19	'Mission'	1991	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	378
131904040	'2nd January, 2013'	'31st December, 2012'	1915	19	'Mission'	1918	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	950
131904042	'2nd January, 2013'	'31st December, 2012'	1720	19	'Mission'	1909	350	'THEFT, PERSON'	'ic'	'Invest Cont'	153
131904044	'2nd January, 2013'	'31st December, 2012'	1300	19	'Mission'	1902	441	'THEFT PLAIN - ATTEMPT'	'ic'	'Invest Cont'	-1
131904046	'2nd January, 2013'	'31st December, 2012'	1600	19	'Mission'	1944	442	'SHOPLIFTING - PETTY THEFT ($950 & UNDER)'	'ic'	'Invest Cont'	-1
131904048	'2nd January, 2013'	'31st December, 2012'	2200	19	'Mission'	1966	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	868
131904054	'2nd January, 2013'	'31st December, 2012'	1315	19	'Mission'	1984	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	286
131904055	'2nd January, 2013'	'31st December, 2012'	1315	19	'Mission'	1984	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	-1
131904056	'2nd January, 2013'	'31st December, 2012'	830	19	'Mission'	1955	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	902
131904057	'2nd January, 2013'	'31st December, 2012'	1900	19	'Mission'	1944	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	806
131904058	'2nd January, 2013'	'31st December, 2012'	2200	19	'Mission'	1943	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	318
131904060	'2nd January, 2013'	'31st December, 2012'	2140	19	'Mission'	1913	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	408
131904090	'2nd January, 2013'	'31st December, 2012'	1100	19	'Mission'	1963	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	290
131904097	'2nd January, 2013'	'31st December, 2012'	1100	19	'Mission'	1963	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	-1
131904122	'2nd January, 2013'	'31st December, 2012'	1900	19	'Mission'	1918	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	767
131904137	'3rd January, 2013'	'31st December, 2012'	1200	19	'Mission'	1991	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	41
131904150	'3rd January, 2013'	'31st December, 2012'	1900	19	'Mission'	1913	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	647
